Country	date	total	cum	increment	double1	double2	double3	double7
San Marino	2020-03-28	1	22	10	10240	320	100.79368399159	26.9180038526471
San Marino	2020-03-29	0	22	11	20480	452.548339959391	126.992084157456	29.7198857827389
San Marino	2020-03-30	3	25	12	40960	640.000000000001	160	32.8134142403055
San Marino	2020-03-31	1	26	13	81920	905.096679918782	201.58736798318	36.2289465705562
Saudi Arabia	2020-03-31	2	10	0	10	10	10	10
Serbia	2020-03-28	9	10	0	10	10	10	10
Serbia	2020-03-29	3	13	1	20	14.142135623731	12.5992104989487	11.0408951367381
Serbia	2020-03-30	3	16	2	40	20	15.874010519682	12.1901365420448
Serbia	2020-03-31	0	16	3	80	28.2842712474619	20	13.4590019263236
Slovenia	2020-03-29	2	11	0	10	10	10	10
Slovenia	2020-03-30	0	11	1	20	14.142135623731	12.5992104989487	11.0408951367381
Slovenia	2020-03-31	4	15	2	40	20	15.874010519682	12.1901365420448
Spain	2020-03-07	5	10	0	10	10	10	10
Spain	2020-03-08	7	17	1	20	14.142135623731	12.5992104989487	11.0408951367381
Spain	2020-03-09	11	28	2	40	20	15.874010519682	12.1901365420448
Spain	2020-03-10	7	35	3	80	28.2842712474619	20	13.4590019263236
Spain	2020-03-11	19	54	4	160	40	25.1984209978975	14.8599428913695
Spain	2020-03-12	1	55	5	320	56.5685424949238	31.748021039364	16.4067071201528
Spain	2020-03-13	78	133	6	640	80	40	18.1144732852781
Spain	2020-03-14	62	195	7	1280	113.137084989848	50.3968419957949	20
Spain	2020-03-15	94	289	8	2560	160	63.496042078728	22.0817902734762
Spain	2020-03-16	53	342	9	5120	226.274169979695	80	24.3802730840895
Spain	2020-03-17	191	533	10	10240	320	100.79368399159	26.9180038526471
Spain	2020-03-18	90	623	11	20480	452.548339959391	126.992084157456	29.7198857827389
Spain	2020-03-19	207	830	12	40960	640.000000000001	160	32.8134142403055
Spain	2020-03-20	213	1043	13	81920	905.096679918782	201.58736798318	36.2289465705562
Spain	2020-03-21	332	1375	14	163840	1280	253.984168314912	40
Spain	2020-03-22	397	1772	15	327680	1810.19335983756	320	44.1635805469524
Spain	2020-03-23	539	2311	16	655360	2560	403.17473596636	48.760546168179
Spain	2020-03-24	497	2808	17	1310720	3620.38671967513	507.968336629824	53.8360077052942
Spain	2020-03-25	839	3647	18	2621440	5120.00000000001	640	59.4397715654779
Spain	2020-03-26	718	4365	19	5242880	7240.77343935026	806.349471932719	65.6268284806109
Spain	2020-03-27	773	5138	20	10485760	10240	1015.93667325965	72.4578931411124
Spain	2020-03-28	844	5982	21	20971520	14481.5468787005	1280	79.9999999999999
Spain	2020-03-29	821	6803	22	41943040	20480	1612.69894386544	88.3271610939048
Spain	2020-03-30	913	7716	23	83886080	28963.093757401	2031.8733465193	97.5210923363579
Spain	2020-03-31	748	8464	24	167772160	40960.0000000001	2560	107.672015410588
Sweden	2020-03-18	3	10	0	10	10	10	10
Sweden	2020-03-19	1	11	1	20	14.142135623731	12.5992104989487	11.0408951367381
Sweden	2020-03-20	5	16	2	40	20	15.874010519682	12.1901365420448
Sweden	2020-03-21	4	20	3	80	28.2842712474619	20	13.4590019263236
Sweden	2020-03-22	1	21	4	160	40	25.1984209978975	14.8599428913695
Sweden	2020-03-23	4	25	5	320	56.5685424949238	31.748021039364	16.4067071201528
Sweden	2020-03-24	11	36	6	640	80	40	18.1144732852781
Sweden	2020-03-25	26	62	7	1280	113.137084989848	50.3968419957949	20
Sweden	2020-03-26	15	77	8	2560	160	63.496042078728	22.0817902734762
Sweden	2020-03-27	28	105	9	5120	226.274169979695	80	24.3802730840895
Sweden	2020-03-28	0	105	10	10240	320	100.79368399159	26.9180038526471
Sweden	2020-03-29	5	110	11	20480	452.548339959391	126.992084157456	29.7198857827389
Sweden	2020-03-30	36	146	12	40960	640.000000000001	160	32.8134142403055
Sweden	2020-03-31	34	180	13	81920	905.096679918782	201.58736798318	36.2289465705562
Switzerland	2020-03-13	7	11	0	10	10	10	10
Switzerland	2020-03-14	2	13	1	20	14.142135623731	12.5992104989487	11.0408951367381
Switzerland	2020-03-15	1	14	2	40	20	15.874010519682	12.1901365420448
Switzerland	2020-03-16	0	14	3	80	28.2842712474619	20	13.4590019263236
Switzerland	2020-03-17	13	27	4	160	40	25.1984209978975	14.8599428913695
Switzerland	2020-03-18	1	28	5	320	56.5685424949238	31.748021039364	16.4067071201528
Switzerland	2020-03-19	13	41	6	640	80	40	18.1144732852781
Switzerland	2020-03-20	13	54	7	1280	113.137084989848	50.3968419957949	20
Switzerland	2020-03-21	21	75	8	2560	160	63.496042078728	22.0817902734762
Switzerland	2020-03-22	23	98	9	5120	226.274169979695	80	24.3802730840895
Switzerland	2020-03-23	22	120	10	10240	320	100.79368399159	26.9180038526471
Switzerland	2020-03-24	2	122	11	20480	452.548339959391	126.992084157456	29.7198857827389
Switzerland	2020-03-25	31	153	12	40960	640.000000000001	160	32.8134142403055
Switzerland	2020-03-26	38	191	13	81920	905.096679918782	201.58736798318	36.2289465705562
Switzerland	2020-03-27	40	231	14	163840	1280	253.984168314912	40
Switzerland	2020-03-28	33	264	15	327680	1810.19335983756	320	44.1635805469524
Switzerland	2020-03-29	36	300	16	655360	2560	403.17473596636	48.760546168179
Switzerland	2020-03-30	59	359	17	1310720	3620.38671967513	507.968336629824	53.8360077052942
Switzerland	2020-03-31	74	433	18	2621440	5120.00000000001	640	59.4397715654779
Thailand	2020-03-31	1	10	0	10	10	10	10
Tunisia	2020-03-31	2	10	0	10	10	10	10
Turkey	2020-03-22	21	30	0	10	10	10	10
Turkey	2020-03-23	7	37	1	20	14.142135623731	12.5992104989487	11.0408951367381
Turkey	2020-03-24	7	44	2	40	20	15.874010519682	12.1901365420448
Turkey	2020-03-25	15	59	3	80	28.2842712474619	20	13.4590019263236
Turkey	2020-03-26	16	75	4	160	40	25.1984209978975	14.8599428913695
Turkey	2020-03-27	17	92	5	320	56.5685424949238	31.748021039364	16.4067071201528
Turkey	2020-03-28	16	108	6	640	80	40	18.1144732852781
Turkey	2020-03-29	23	131	7	1280	113.137084989848	50.3968419957949	20
Turkey	2020-03-30	37	168	8	2560	160	63.496042078728	22.0817902734762
Turkey	2020-03-31	46	214	9	5120	226.274169979695	80	24.3802730840895
Ukraine	2020-03-29	1	10	0	10	10	10	10
Ukraine	2020-03-30	3	13	1	20	14.142135623731	12.5992104989487	11.0408951367381
Ukraine	2020-03-31	4	17	2	40	20	15.874010519682	12.1901365420448
United Kingdom	2020-03-14	13	21	0	10	10	10	10
United Kingdom	2020-03-15	0	21	1	20	14.142135623731	12.5992104989487	11.0408951367381
United Kingdom	2020-03-16	34	55	2	40	20	15.874010519682	12.1901365420448
United Kingdom	2020-03-17	0	55	3	80	28.2842712474619	20	13.4590019263236
United Kingdom	2020-03-18	16	71	4	160	40	25.1984209978975	14.8599428913695
United Kingdom	2020-03-19	66	137	5	320	56.5685424949238	31.748021039364	16.4067071201528
United Kingdom	2020-03-20	40	177	6	640	80	40	18.1144732852781
United Kingdom	2020-03-21	56	233	7	1280	113.137084989848	50.3968419957949	20
United Kingdom	2020-03-22	48	281	8	2560	160	63.496042078728	22.0817902734762
United Kingdom	2020-03-23	54	335	9	5120	226.274169979695	80	24.3802730840895
United Kingdom	2020-03-24	87	422	10	10240	320	100.79368399159	26.9180038526471
United Kingdom	2020-03-25	43	465	11	20480	452.548339959391	126.992084157456	29.7198857827389
United Kingdom	2020-03-26	113	578	12	40960	640.000000000001	160	32.8134142403055
United Kingdom	2020-03-27	181	759	13	81920	905.096679918782	201.58736798318	36.2289465705562
United Kingdom	2020-03-28	260	1019	14	163840	1280	253.984168314912	40
United Kingdom	2020-03-29	209	1228	15	327680	1810.19335983756	320	44.1635805469524
United Kingdom	2020-03-30	180	1408	16	655360	2560	403.17473596636	48.760546168179
United Kingdom	2020-03-31	381	1789	17	1310720	3620.38671967513	507.968336629824	53.8360077052942
United States	2020-03-04	4	11	0	10	10	10	10
United States	2020-03-05	1	12	1	20	14.142135623731	12.5992104989487	11.0408951367381
United States	2020-03-06	2	14	2	40	20	15.874010519682	12.1901365420448
United States	2020-03-07	3	17	3	80	28.2842712474619	20	13.4590019263236
United States	2020-03-08	4	21	4	160	40	25.1984209978975	14.8599428913695
United States	2020-03-09	1	22	5	320	56.5685424949238	31.748021039364	16.4067071201528
United States	2020-03-10	6	28	6	640	80	40	18.1144732852781
United States	2020-03-11	8	36	7	1280	113.137084989848	50.3968419957949	20
United States	2020-03-12	4	40	8	2560	160	63.496042078728	22.0817902734762
United States	2020-03-13	7	47	9	5120	226.274169979695	80	24.3802730840895
United States	2020-03-14	7	54	10	10240	320	100.79368399159	26.9180038526471
United States	2020-03-15	9	63	11	20480	452.548339959391	126.992084157456	29.7198857827389
United States	2020-03-16	22	85	12	40960	640.000000000001	160	32.8134142403055
United States	2020-03-17	23	108	13	81920	905.096679918782	201.58736798318	36.2289465705562
United States	2020-03-18	10	118	14	163840	1280	253.984168314912	40
United States	2020-03-19	82	200	15	327680	1810.19335983756	320	44.1635805469524
United States	2020-03-20	44	244	16	655360	2560	403.17473596636	48.760546168179
United States	2020-03-21	63	307	17	1310720	3620.38671967513	507.968336629824	53.8360077052942
United States	2020-03-22	110	417	18	2621440	5120.00000000001	640	59.4397715654779
United States	2020-03-23	140	557	19	5242880	7240.77343935026	806.349471932719	65.6268284806109
United States	2020-03-24	149	706	20	10485760	10240	1015.93667325965	72.4578931411124
United States	2020-03-25	236	942	21	20971520	14481.5468787005	1280	79.9999999999999
United States	2020-03-26	267	1209	22	41943040	20480	1612.69894386544	88.3271610939048
United States	2020-03-27	372	1581	23	83886080	28963.093757401	2031.8733465193	97.5210923363579
United States	2020-03-28	445	2026	24	167772160	40960.0000000001	2560	107.672015410588
United States	2020-03-29	441	2467	25	335544320	57926.1875148021	3225.39788773088	118.879543130956
United States	2020-03-30	511	2978	26	671088640	81920.0000000001	4063.74669303859	131.253656961222
United States	2020-03-31	895	3873	27	1342177280	115852.375029604	5120	144.915786282225
